counterpart_name,entity_name,category,value,value_annotation
Italy,East Asia & Pacific (excluding high income),private,17502348.3,US$17.5 million
Italy,East Asia & Pacific (excluding high income),bilateral,57699467.1,US$57.7 million
Hong Kong,East Asia & Pacific (excluding high income),private,1447084219.7,US$1.4 billion
Denmark,East Asia & Pacific (excluding high income),private,4072488.0,US$4.1 million
World Bank-IBRD                         ,East Asia & Pacific (excluding high income),multilateral,53653591000.0,US$53.7 billion
Sweden,East Asia & Pacific (excluding high income),private,8571000.0,US$8.6 million
Hungary,East Asia & Pacific (excluding high income),bilateral,207060781.6,US$207.1 million
Sweden,East Asia & Pacific (excluding high income),bilateral,156335905.2,US$156.3 million
Israel,East Asia & Pacific (excluding high income),private,7142000.0,US$7.1 million
Algeria,East Asia & Pacific (excluding high income),bilateral,19061000.0,US$19.1 million
China,East Asia & Pacific (excluding high income),private,1326816849.6,US$1.3 billion
China,East Asia & Pacific (excluding high income),bilateral,15749952287.2,US$15.7 billion
India,East Asia & Pacific (excluding high income),bilateral,522983774.9,US$523.0 million
OPEC Fund for International Dev.,East Asia & Pacific (excluding high income),multilateral,145547000.0,US$145.5 million
Islamic Dev. Bank,East Asia & Pacific (excluding high income),multilateral,1099082385.0,US$1.1 billion
Serbia,East Asia & Pacific (excluding high income),private,33421000.0,US$33.4 million
World Bank-IDA                         ,East Asia & Pacific (excluding high income),multilateral,17646231000.0,US$17.6 billion
Saudi Arabia,East Asia & Pacific (excluding high income),bilateral,125539999.9,US$125.5 million
Bondholders,East Asia & Pacific (excluding high income),private,580997888959.5,US$581.0 billion
Cayman Islands,East Asia & Pacific (excluding high income),private,2788750721.4,US$2.8 billion
International Fund for Agricultural Dev.,East Asia & Pacific (excluding high income),multilateral,921729768.0,US$921.7 million
France,East Asia & Pacific (excluding high income),bilateral,4188428534.2,US$4.2 billion
Japan,East Asia & Pacific (excluding high income),private,1254926000.0,US$1.3 billion
Japan,East Asia & Pacific (excluding high income),bilateral,39322741322.7,US$39.3 billion
Switzerland,East Asia & Pacific (excluding high income),bilateral,14323965.5,US$14.3 million
Czechia,East Asia & Pacific (excluding high income),bilateral,152906000.0,US$152.9 million
Czechia,East Asia & Pacific (excluding high income),private,247861800.9,US$247.9 million
Kuwait,East Asia & Pacific (excluding high income),bilateral,988335768.8,US$988.3 million
Netherlands,East Asia & Pacific (excluding high income),bilateral,15433898.4,US$15.4 million
Asian Infrastructure Investment Bank,East Asia & Pacific (excluding high income),multilateral,6492554342.4,US$6.5 billion
Netherlands,East Asia & Pacific (excluding high income),private,104696186.4,US$104.7 million
"Korea, Republic of",East Asia & Pacific (excluding high income),private,9562000.0,US$9.6 million
"Korea, Republic of",East Asia & Pacific (excluding high income),bilateral,3879292928.3,US$3.9 billion
Asian Dev. Bank   ,East Asia & Pacific (excluding high income),multilateral,64270856000.0,US$64.3 billion
United States,East Asia & Pacific (excluding high income),bilateral,262065000.0,US$262.1 million
United States,East Asia & Pacific (excluding high income),private,432734000.0,US$432.7 million
European Development Fund (EDF),East Asia & Pacific (excluding high income),multilateral,15172568.5,US$15.2 million
Nordic Investment Bank,East Asia & Pacific (excluding high income),multilateral,1032000.0,US$1.0 million
Canada,East Asia & Pacific (excluding high income),bilateral,153555414.8,US$153.6 million
Belgium,East Asia & Pacific (excluding high income),bilateral,16223462.4,US$16.2 million
Russian Federation,East Asia & Pacific (excluding high income),bilateral,2161617000.0,US$2.2 billion
Belgium,East Asia & Pacific (excluding high income),private,6275887.5,US$6.3 million
"Korea, D.P.R. of",East Asia & Pacific (excluding high income),bilateral,0.0,US$0
European Bank for Reconstruction and Dev. (EBRD),East Asia & Pacific (excluding high income),multilateral,101403000.0,US$101.4 million
Thailand,East Asia & Pacific (excluding high income),private,12647000.0,US$12.6 million
"Germany, Fed. Rep. of",East Asia & Pacific (excluding high income),bilateral,4967671083.4,US$5.0 billion
European Investment Bank,East Asia & Pacific (excluding high income),multilateral,964274384.0,US$964.3 million
Thailand,East Asia & Pacific (excluding high income),bilateral,756483063.4,US$756.5 million
Nordic Development Fund,East Asia & Pacific (excluding high income),multilateral,109344478.3,US$109.3 million
Canada,East Asia & Pacific (excluding high income),private,0.0,US$0
Belgium,Ecuador,bilateral,1490821.5,US$1.5 million
Norway,Ecuador,bilateral,187002.0,"US$187,002"
Bondholders,Ecuador,private,14496740000.0,US$14.5 billion
European Investment Bank,Ecuador,multilateral,529085167.0,US$529.1 million
Asian Infrastructure Investment Bank,Ecuador,multilateral,50000000.0,US$50 million
France,Ecuador,bilateral,870912929.0,US$870.9 million
Ireland,Ecuador,private,1656022000.0,US$1.7 billion
Russian Federation,Ecuador,bilateral,80090000.0,US$80.1 million
Canada,Ecuador,bilateral,56316631.9,US$56.3 million
United States,Ecuador,bilateral,3337000.0,US$3.3 million
"Korea, Republic of",Ecuador,bilateral,72850642.9,US$72.9 million
Japan,Ecuador,private,0.0,US$0
Japan,Ecuador,bilateral,235871521.9,US$235.9 million
International Fund for Agricultural Dev.,Ecuador,multilateral,43174037.7,US$43.2 million
Inter-American Dev. Bank      ,Ecuador,multilateral,8983731000.0,US$9.0 billion
Colombia,Ecuador,private,308000000.0,US$308 million
Italy,Ecuador,private,404132.1,"US$404,132"
United Kingdom,Ecuador,private,23167066.8,US$23.2 million
Italy,Ecuador,bilateral,9083102.7,US$9.1 million
Corporacion Andina de Fomento,Ecuador,multilateral,4068088000.0,US$4.1 billion
"Germany, Fed. Rep. of",Ecuador,bilateral,18402035.7,US$18.4 million
Austria,Ecuador,private,12531211.8,US$12.5 million
Spain,Ecuador,private,22227000.0,US$22.2 million
China,Ecuador,bilateral,2712107438.8,US$2.7 billion
World Bank-IBRD                         ,Ecuador,multilateral,6284835000.0,US$6.3 billion
Spain,Ecuador,bilateral,216473114.9,US$216.5 million
"Germany, Fed. Rep. of","Egypt, Arab Rep.",private,197373260.9,US$197.4 million
African Dev. Bank         ,"Egypt, Arab Rep.",multilateral,2621534914.6,US$2.6 billion
African Export-Import Bank,"Egypt, Arab Rep.",multilateral,3755625000.0,US$3.8 billion
Islamic Dev. Bank,"Egypt, Arab Rep.",multilateral,1203134562.3,US$1.2 billion
Switzerland,"Egypt, Arab Rep.",private,272729950.2,US$272.7 million
Switzerland,"Egypt, Arab Rep.",bilateral,0.0,US$0
International Finance Corporation,"Egypt, Arab Rep.",multilateral,254750000.0,US$254.8 million
Japan,"Egypt, Arab Rep.",private,0.0,US$0
China,"Egypt, Arab Rep.",bilateral,3582890244.3,US$3.6 billion
China,"Egypt, Arab Rep.",private,2323994000.0,US$2.3 billion
Japan,"Egypt, Arab Rep.",bilateral,2449322534.5,US$2.4 billion
Hungary,"Egypt, Arab Rep.",bilateral,721462027.2,US$721.5 million
World Bank-IBRD                         ,"Egypt, Arab Rep.",multilateral,12194251000.0,US$12.2 billion
Arab Fund for Economic & Social Development,"Egypt, Arab Rep.",multilateral,2116795369.5,US$2.1 billion
Denmark,"Egypt, Arab Rep.",private,316864.5,"US$316,864"
Italy,"Egypt, Arab Rep.",private,403231373.7,US$403.2 million
"Germany, Fed. Rep. of","Egypt, Arab Rep.",bilateral,3494553124.5,US$3.5 billion
Denmark,"Egypt, Arab Rep.",bilateral,11707149.8,US$11.7 million
Italy,"Egypt, Arab Rep.",bilateral,31166430.4,US$31.2 million
Hong Kong,"Egypt, Arab Rep.",private,300000000.0,US$300 million
OPEC Fund for International Dev.,"Egypt, Arab Rep.",multilateral,300957000.0,US$301.0 million
Arab Monetary Fund,"Egypt, Arab Rep.",multilateral,930471987.7,US$930.5 million
Russian Federation,"Egypt, Arab Rep.",bilateral,4082204296.7,US$4.1 billion
Saudi Arabia,"Egypt, Arab Rep.",bilateral,6488493599.8,US$6.5 billion
Multiple Lenders,"Egypt, Arab Rep.",private,7116245885.3,US$7.1 billion
Multiple Lenders,"Egypt, Arab Rep.",multilateral,83992000.0,US$84.0 million
UN-General Assembly (UNGA),"Egypt, Arab Rep.",multilateral,3571000.0,US$3.6 million
United Arab Emirates,"Egypt, Arab Rep.",bilateral,90711553.4,US$90.7 million
United Arab Emirates,"Egypt, Arab Rep.",private,3619099000.0,US$3.6 billion
European Union,"Egypt, Arab Rep.",multilateral,1038900000.0,US$1.0 billion
Luxembourg,"Egypt, Arab Rep.",private,63826000.0,US$63.8 million
Bahrain,"Egypt, Arab Rep.",private,514350325.7,US$514.4 million
Austria,"Egypt, Arab Rep.",private,20670993.3,US$20.7 million
Spain,"Egypt, Arab Rep.",private,134018.1,"US$134,018"
Spain,"Egypt, Arab Rep.",bilateral,284444556.6,US$284.4 million
International Fund for Agricultural Dev.,"Egypt, Arab Rep.",multilateral,126669207.5,US$126.7 million
United Kingdom,"Egypt, Arab Rep.",bilateral,50000000.0,US$50 million
European Investment Bank,"Egypt, Arab Rep.",multilateral,4121052277.4,US$4.1 billion
United Kingdom,"Egypt, Arab Rep.",private,522328000.0,US$522.3 million
France,"Egypt, Arab Rep.",private,1808633848.8,US$1.8 billion
European Bank for Reconstruction and Dev. (EBRD),"Egypt, Arab Rep.",multilateral,1364832835.9,US$1.4 billion
Belgium,"Egypt, Arab Rep.",private,62877000.0,US$62.9 million
Africa Finance Corporation,"Egypt, Arab Rep.",private,1000000000.0,US$1 billion
Canada,"Egypt, Arab Rep.",bilateral,317179297.6,US$317.2 million
United States,"Egypt, Arab Rep.",private,574500000.0,US$574.5 million
United States,"Egypt, Arab Rep.",bilateral,94749000.0,US$94.7 million
France,"Egypt, Arab Rep.",bilateral,1574585180.3,US$1.6 billion
World Bank-IDA                         ,"Egypt, Arab Rep.",multilateral,100810000.0,US$100.8 million
South Africa,"Egypt, Arab Rep.",private,500000000.0,US$500 million
Netherlands,"Egypt, Arab Rep.",bilateral,14584078.2,US$14.6 million
"Korea, Republic of","Egypt, Arab Rep.",bilateral,426565721.2,US$426.6 million
Bondholders,"Egypt, Arab Rep.",private,27307602259.0,US$27.3 billion
Asian Infrastructure Investment Bank,"Egypt, Arab Rep.",multilateral,536071000.0,US$536.1 million
Kuwait,"Egypt, Arab Rep.",bilateral,5850930345.7,US$5.9 billion
Inter-American Dev. Bank      ,El Salvador,multilateral,2289599000.0,US$2.3 billion
World Bank-IDA                         ,El Salvador,multilateral,360000.0,"US$360,000"
European Investment Bank,El Salvador,multilateral,18571000.0,US$18.6 million
Italy,El Salvador,bilateral,12466800.0,US$12.5 million
Japan,El Salvador,bilateral,161228992.6,US$161.2 million
"Germany, Fed. Rep. of",El Salvador,private,11040390.3,US$11.0 million
"Germany, Fed. Rep. of",El Salvador,bilateral,67685114.6,US$67.7 million
United States,El Salvador,private,1000000000.0,US$1 billion
United States,El Salvador,bilateral,11246000.0,US$11.2 million
France,El Salvador,private,15154434.3,US$15.2 million
World Bank-IBRD                         ,El Salvador,multilateral,918459000.0,US$918.5 million
Bondholders,El Salvador,private,6217318000.0,US$6.2 billion
International Fund for Agricultural Dev.,El Salvador,multilateral,38394603.6,US$38.4 million
China,El Salvador,bilateral,0.0,US$0
China,El Salvador,private,0.0,US$0
OPEC Fund for International Dev.,El Salvador,multilateral,56516000.0,US$56.5 million
Panama,El Salvador,private,0.0,US$0
Corporacion Andina de Fomento,El Salvador,multilateral,438283000.0,US$438.3 million
Central American Bank for Econ. Integration (BCIE),El Salvador,multilateral,2811867000.0,US$2.8 billion
Spain,El Salvador,bilateral,61611757.6,US$61.6 million
Saudi Arabia,El Salvador,bilateral,0.0,US$0
China,Equatorial Guinea,bilateral,829399049.0,US$829.4 million
Arab Bank for Economic Dev. in Africa (BADEA),Equatorial Guinea,multilateral,2000000.0,US$2 million
World Bank-IDA                         ,Equatorial Guinea,multilateral,12491000.0,US$12.5 million
International Fund for Agricultural Dev.,Equatorial Guinea,multilateral,734227.8,"US$734,228"
Spain,Equatorial Guinea,bilateral,0.0,US$0
Russian Federation,Equatorial Guinea,bilateral,29000.0,"US$29,000"
African Dev. Bank         ,Equatorial Guinea,multilateral,51145551.9,US$51.1 million
African Dev. Bank         ,Eritrea,multilateral,79570470.3,US$79.6 million
China,Eritrea,bilateral,3407533.7,US$3.4 million
Arab Bank for Economic Dev. in Africa (BADEA),Eritrea,multilateral,2694300.0,US$2.7 million
OPEC Fund for International Dev.,Eritrea,multilateral,1174933.3,US$1.2 million
Italy,Eritrea,bilateral,42555454.5,US$42.6 million
World Bank-IDA                         ,Eritrea,multilateral,407398000.0,US$407.4 million
United States,Eritrea,bilateral,8455916.6,US$8.5 million
India,Eritrea,bilateral,1657200.0,US$1.7 million
Kuwait,Eritrea,bilateral,-129891.3,"US$-129,891"
United Arab Emirates,Eritrea,bilateral,5331735.9,US$5.3 million
Saudi Arabia,Eritrea,bilateral,3183750.0,US$3.2 million
International Fund for Agricultural Dev.,Eritrea,multilateral,26579606.0,US$26.6 million
World Bank-IDA                         ,Eswatini,multilateral,0.0,US$0
Italy,Eswatini,bilateral,8142898.2,US$8.1 million
OPEC Fund for International Dev.,Eswatini,multilateral,15772000.0,US$15.8 million
Nigeria,Eswatini,bilateral,1690290.3,US$1.7 million
Japan,Eswatini,bilateral,18391318.2,US$18.4 million
Multiple Lenders,Eswatini,bilateral,3241000.0,US$3.2 million
Arab Bank for Economic Dev. in Africa (BADEA),Eswatini,multilateral,23057000.0,US$23.1 million
"Germany, Fed. Rep. of",Eswatini,bilateral,1891836.9,US$1.9 million
Arab African International Bank,Eswatini,multilateral,4885000.0,US$4.9 million
United Arab Emirates,Eswatini,bilateral,4434581.3,US$4.4 million
World Bank-IBRD                         ,Eswatini,multilateral,221826000.0,US$221.8 million
Bondholders,Eswatini,private,21340200.0,US$21.3 million
China,Eswatini,bilateral,212983000.0,US$213.0 million
United Kingdom,Eswatini,private,8002575.0,US$8.0 million
European Development Fund (EDF),Eswatini,multilateral,147523.8,"US$147,524"
Kuwait,Eswatini,bilateral,20957947.7,US$21.0 million
International Fund for Agricultural Dev.,Eswatini,multilateral,12626150.8,US$12.6 million
African Dev. Bank         ,Eswatini,multilateral,252227462.0,US$252.2 million
South Africa,Eswatini,bilateral,916134.8,"US$916,135"
India,Eswatini,bilateral,553000.0,"US$553,000"
European Investment Bank,Eswatini,multilateral,33833856.3,US$33.8 million
United Arab Emirates,Ethiopia,private,916000.0,"US$916,000"
European Investment Bank,Ethiopia,multilateral,167621320.5,US$167.6 million
Egypt,Ethiopia,private,82000.0,"US$82,000"
United Arab Emirates,Ethiopia,bilateral,3008305.0,US$3.0 million
Multiple Lenders,Ethiopia,bilateral,4000000000.0,US$4 billion
China,Ethiopia,private,1399838000.0,US$1.4 billion
Nordic Development Fund,Ethiopia,multilateral,6619870.8,US$6.6 million
Israel,Ethiopia,private,88711000.0,US$88.7 million
China,Ethiopia,bilateral,6041153598.4,US$6.0 billion
Poland,Ethiopia,bilateral,92000000.0,US$92 million
Italy,Ethiopia,bilateral,244982600.6,US$245.0 million
United Kingdom,Ethiopia,private,118705000.0,US$118.7 million
Bulgaria,Ethiopia,bilateral,8066000.0,US$8.1 million
France,Ethiopia,bilateral,219380357.4,US$219.4 million
France,Ethiopia,private,168341000.0,US$168.3 million
Czechia,Ethiopia,bilateral,65279.9,"US$65,280"
Kuwait,Ethiopia,bilateral,73170969.4,US$73.2 million
"Korea, Republic of",Ethiopia,bilateral,384180172.1,US$384.2 million
Arab Bank for Economic Dev. in Africa (BADEA),Ethiopia,multilateral,88698000.0,US$88.7 million
South Africa,Ethiopia,private,59972000.0,US$60.0 million
Turkiye,Ethiopia,bilateral,150000000.0,US$150 million
United States,Ethiopia,bilateral,344441061.6,US$344.4 million
United States,Ethiopia,private,1581284190.8,US$1.6 billion
"Germany, Fed. Rep. of",Ethiopia,bilateral,8559497.1,US$8.6 million
