counterpart_name,entity_name,category,value,value_annotation
"Cote D`Ivoire, Republic Of",Burkina Faso,private,0.0,US$0
"Cote D`Ivoire, Republic Of",Burkina Faso,bilateral,46721888.8,US$46.7 million
Togo,Burkina Faso,private,46533412.7,US$46.5 million
African Dev. Bank         ,Burkina Faso,multilateral,619257895.1,US$619.3 million
Belgium,Burkina Faso,bilateral,7797983.4,US$7.8 million
China,Burkina Faso,bilateral,98843965.4,US$98.8 million
United Arab Emirates,Burkina Faso,private,0.0,US$0
Islamic Dev. Bank,Burkina Faso,multilateral,520831221.2,US$520.8 million
United Arab Emirates,Burkina Faso,bilateral,2669026.5,US$2.7 million
Japan,Burkina Faso,bilateral,6664538.8,US$6.7 million
India,Burkina Faso,bilateral,3922000.0,US$3.9 million
Saudi Arabia,Burkina Faso,bilateral,33894933.2,US$33.9 million
Austria,Burkina Faso,private,8053552.8,US$8.1 million
OPEC Fund for International Dev.,Burkina Faso,multilateral,76229000.0,US$76.2 million
France,Burkina Faso,bilateral,178870529.7,US$178.9 million
International Fund for Agricultural Dev.,Burkina Faso,multilateral,131697580.2,US$131.7 million
Libya,Burkina Faso,bilateral,6460000.0,US$6.5 million
European Investment Bank,Burkina Faso,multilateral,45301234.5,US$45.3 million
Kuwait,Burkina Faso,bilateral,38110082.9,US$38.1 million
Multiple Lenders,Burkina Faso,private,3683000.0,US$3.7 million
Spain,Burkina Faso,bilateral,1614450.6,US$1.6 million
"Germany, Fed. Rep. of",Burkina Faso,private,0.0,US$0
United States,Burkina Faso,private,0.0,US$0
Economic Community of West African States (ECOWAS),Burkina Faso,multilateral,35612043.8,US$35.6 million
France,Burkina Faso,private,39840776.1,US$39.8 million
Arab Bank for Economic Dev. in Africa (BADEA),Burkina Faso,multilateral,165153977.6,US$165.2 million
Saudi Arabia,Burundi,bilateral,69717600.0,US$69.7 million
India,Burundi,bilateral,59567000.0,US$59.6 million
European Investment Bank,Burundi,multilateral,71894996.7,US$71.9 million
International Fund for Agricultural Dev.,Burundi,multilateral,26984131.8,US$27.0 million
Libya,Burundi,bilateral,4375000.0,US$4.4 million
African Dev. Bank         ,Burundi,multilateral,26202672.8,US$26.2 million
Kuwait,Burundi,bilateral,31290794.1,US$31.3 million
China,Burundi,bilateral,37242746.1,US$37.2 million
Arab Bank for Economic Dev. in Africa (BADEA),Burundi,multilateral,70682000.0,US$70.7 million
World Bank-IDA                         ,Burundi,multilateral,109468000.0,US$109.5 million
OPEC Fund for International Dev.,Burundi,multilateral,93805000.0,US$93.8 million
Belgium,Cabo Verde,bilateral,6630259.8,US$6.6 million
Belgium,Cabo Verde,private,1105389.6,US$1.1 million
Portugal,Cabo Verde,private,408691832.1,US$408.7 million
Portugal,Cabo Verde,bilateral,134781478.9,US$134.8 million
European Investment Bank,Cabo Verde,multilateral,26504416.8,US$26.5 million
France,Cabo Verde,bilateral,36143331.0,US$36.1 million
Japan,Cabo Verde,bilateral,62355569.7,US$62.4 million
African Dev. Bank         ,Cabo Verde,multilateral,359962023.3,US$360.0 million
Spain,Cabo Verde,bilateral,26468055.3,US$26.5 million
OPEC Fund for International Dev.,Cabo Verde,multilateral,16130553.2,US$16.1 million
World Bank-IDA                         ,Cabo Verde,multilateral,581941000.0,US$581.9 million
World Bank-IBRD                         ,Cabo Verde,multilateral,34472000.0,US$34.5 million
Austria,Cabo Verde,bilateral,6296772.9,US$6.3 million
Arab Bank for Economic Dev. in Africa (BADEA),Cabo Verde,multilateral,49403000.0,US$49.4 million
Austria,Cabo Verde,private,6168988.2,US$6.2 million
Nordic Development Fund,Cabo Verde,multilateral,1068086.3,US$1.1 million
Economic Community of West African States (ECOWAS),Cabo Verde,multilateral,12175400.8,US$12.2 million
Kuwait,Cabo Verde,bilateral,9761324.8,US$9.8 million
International Fund for Agricultural Dev.,Cabo Verde,multilateral,29763927.2,US$29.8 million
China,Cabo Verde,bilateral,20699665.8,US$20.7 million
Saudi Arabia,Cabo Verde,bilateral,14639733.3,US$14.6 million
"Germany, Fed. Rep. of",Cambodia,bilateral,14828219.7,US$14.8 million
Japan,Cambodia,bilateral,1252646026.0,US$1.3 billion
European Investment Bank,Cambodia,multilateral,110088735.5,US$110.1 million
OPEC Fund for International Dev.,Cambodia,multilateral,14369000.0,US$14.4 million
International Fund for Agricultural Dev.,Cambodia,multilateral,167074924.0,US$167.1 million
"Korea, Republic of",Cambodia,bilateral,672022017.2,US$672.0 million
Asian Infrastructure Investment Bank,Cambodia,multilateral,53902000.0,US$53.9 million
Asian Dev. Bank   ,Cambodia,multilateral,2572017000.0,US$2.6 billion
Russian Federation,Cambodia,bilateral,457776000.0,US$457.8 million
World Bank-IDA                         ,Cambodia,multilateral,1654182000.0,US$1.7 billion
Viet Nam,Cambodia,bilateral,8326000.0,US$8.3 million
United States,Cambodia,bilateral,162269000.0,US$162.3 million
Thailand,Cambodia,bilateral,54490245.1,US$54.5 million
Nordic Development Fund,Cambodia,multilateral,7312817.1,US$7.3 million
France,Cambodia,bilateral,641891812.3,US$641.9 million
China,Cambodia,bilateral,4067674232.1,US$4.1 billion
India,Cambodia,bilateral,7096000.0,US$7.1 million
Saudi Arabia,Cameroon,bilateral,10700533.4,US$10.7 million
Kuwait,Cameroon,bilateral,15330410.9,US$15.3 million
China,Cameroon,bilateral,3236293722.7,US$3.2 billion
African Dev. Bank         ,Cameroon,multilateral,1786743993.1,US$1.8 billion
United States,Cameroon,bilateral,25933000.0,US$25.9 million
France,Cameroon,private,10410816.9,US$10.4 million
International Fund for Agricultural Dev.,Cameroon,multilateral,109994131.7,US$110.0 million
China,Cameroon,private,68899000.0,US$68.9 million
United States,Cameroon,private,0.0,US$0
France,Cameroon,bilateral,954224455.5,US$954.2 million
Arab Bank for Economic Dev. in Africa (BADEA),Cameroon,multilateral,64216293.0,US$64.2 million
Dev. Bank of the Central African States (BDEAC),Cameroon,multilateral,34237451.6,US$34.2 million
United Arab Emirates,Cameroon,bilateral,0.0,US$0
European Development Fund (EDF),Cameroon,multilateral,5336829.3,US$5.3 million
United Kingdom,Cameroon,private,702164566.3,US$702.2 million
Belgium,Cameroon,private,43060327.2,US$43.1 million
Belgium,Cameroon,bilateral,9435289.8,US$9.4 million
Japan,Cameroon,bilateral,74701563.9,US$74.7 million
Turkiye,Cameroon,bilateral,84927000.0,US$84.9 million
"Germany, Fed. Rep. of",Cameroon,bilateral,22561791.3,US$22.6 million
European Investment Bank,Cameroon,multilateral,24193903.2,US$24.2 million
United Arab Emirates,Cameroon,private,67570056.0,US$67.6 million
OPEC Fund for International Dev.,Cameroon,multilateral,9759000.0,US$9.8 million
Switzerland,Cameroon,bilateral,305377.3,"US$305,377"
Bondholders,Cameroon,private,777479500.0,US$777.5 million
India,Cameroon,bilateral,126473000.0,US$126.5 million
Spain,Cameroon,bilateral,1395242.7,US$1.4 million
Austria,Cameroon,private,14240202.3,US$14.2 million
World Bank-IBRD                         ,Cameroon,multilateral,541936000.0,US$541.9 million
World Bank-IDA                         ,Cameroon,multilateral,2323469000.0,US$2.3 billion
African Export-Import Bank,Cameroon,multilateral,331885000.0,US$331.9 million
Norway,Cameroon,bilateral,20382179.1,US$20.4 million
Islamic Dev. Bank,Cameroon,multilateral,837405659.6,US$837.4 million
"Korea, Republic of",Cameroon,bilateral,65868247.6,US$65.9 million
"Germany, Fed. Rep. of",Cameroon,private,72991591.4,US$73.0 million
Spain,Cameroon,private,42014154.900000006,US$42.0 million
Russian Federation,Central African Republic,private,252000.0,"US$252,000"
Serbia,Central African Republic,private,981000.0,"US$981,000"
Dev. Bank of the Central African States (BDEAC),Central African Republic,multilateral,10818104.9,US$10.8 million
Equatorial Guinea,Central African Republic,bilateral,4751378.5,US$4.8 million
China,Central African Republic,bilateral,19180184.1,US$19.2 million
Mali,Central African Republic,bilateral,53.8,US$54
Argentina,Central African Republic,bilateral,10408000.0,US$10.4 million
Arab Bank for Economic Dev. in Africa (BADEA),Central African Republic,multilateral,15201000.0,US$15.2 million
Libya,Central African Republic,bilateral,11105841.0,US$11.1 million
Angola,Central African Republic,bilateral,20000000.0,US$20 million
OPEC Fund for International Dev.,Central African Republic,multilateral,9300000.0,US$9.3 million
Kuwait,Central African Republic,bilateral,20568274.1,US$20.6 million
Senegal,Central African Republic,bilateral,240.7,US$241
World Bank-IDA                         ,Central African Republic,multilateral,116762000.0,US$116.8 million
Iraq,Central African Republic,bilateral,2652000.0,US$2.7 million
"Congo, Rep.",Central African Republic,bilateral,253.4,US$253
International Fund for Agricultural Dev.,Central African Republic,multilateral,13689501.2,US$13.7 million
Chad,Central African Republic,bilateral,372.2,US$372
Saudi Arabia,Central African Republic,bilateral,72002400.0,US$72.0 million
India,Central African Republic,bilateral,42829000.0,US$42.8 million
France,Central African Republic,private,345953.7,"US$345,954"
Cameroon,Central African Republic,bilateral,479.9,US$480
France,Central African Republic,bilateral,3167606.1,US$3.2 million
Multiple Lenders,Central African Republic,bilateral,60000000.0,US$60 million
"Cote D`Ivoire, Republic Of",Central African Republic,bilateral,205.9,US$206
Benin,Central African Republic,bilateral,68245.6,"US$68,246"
African Dev. Bank         ,Central African Republic,multilateral,4693580.6,US$4.7 million
European Investment Bank,Chad,multilateral,15583500.0,US$15.6 million
Arab Fund for Economic & Social Development,Chad,multilateral,299000.0,"US$299,000"
Saudi Arabia,Chad,bilateral,50981866.7,US$51.0 million
Saudi Arabia,Chad,private,2500000.0,US$2.5 million
Belgium,Chad,bilateral,14237085.6,US$14.2 million
International Fund for Agricultural Dev.,Chad,multilateral,15058745.4,US$15.1 million
Equatorial Guinea,Chad,bilateral,23756892.6,US$23.8 million
China,Chad,bilateral,208267677.9,US$208.3 million
United Arab Emirates,Chad,bilateral,650000000.0,US$650 million
Arab Bank for Economic Dev. in Africa (BADEA),Chad,multilateral,85094000.0,US$85.1 million
World Bank-IDA                         ,Chad,multilateral,139732000.0,US$139.7 million
Dev. Bank of the Central African States (BDEAC),Chad,multilateral,267219363.5,US$267.2 million
Kuwait,Chad,bilateral,11631758.4,US$11.6 million
France,Chad,bilateral,96117989.1,US$96.1 million
Cameroon,Chad,bilateral,22625610.0,US$22.6 million
United Kingdom,Chad,private,190837000.0,US$190.8 million
Multiple Lenders,Chad,bilateral,8000000.0,US$8 million
India,Chad,bilateral,34427000.0,US$34.4 million
Angola,Chad,bilateral,74603000.0,US$74.6 million
OPEC Fund for International Dev.,Chad,multilateral,23808000.0,US$23.8 million
Libya,Chad,bilateral,245780000.0,US$245.8 million
African Dev. Bank         ,Chad,multilateral,108394453.8,US$108.4 million
"Congo, Rep.",Chad,bilateral,49572715.9,US$49.6 million
Islamic Dev. Bank,Chad,multilateral,105209708.1,US$105.2 million
"Germany, Fed. Rep. of",China,bilateral,172752032.1,US$172.8 million
United States,China,private,8699000.0,US$8.7 million
World Bank-IBRD                         ,China,multilateral,14685262000.0,US$14.7 billion
"Germany, Fed. Rep. of",China,private,0.0,US$0
Spain,China,bilateral,16528034.1,US$16.5 million
European Investment Bank,China,multilateral,543122375.4,US$543.1 million
Multiple Lenders,China,private,126515238475.5,US$126.5 billion
France,China,bilateral,5654732.7,US$5.7 million
France,China,private,345425.2,"US$345,425"
Japan,China,private,10130000.0,US$10.1 million
Spain,China,private,3609603.5,US$3.6 million
Japan,China,bilateral,4451394829.3,US$4.5 billion
Multiple Lenders,China,bilateral,5615525000.0,US$5.6 billion
Kuwait,China,bilateral,915606429.6,US$915.6 million
World Bank-IDA                         ,China,multilateral,1421000.0,US$1.4 million
Bondholders,China,private,333548462739.7,US$333.5 billion
Belgium,China,private,660633.0,"US$660,633"
Netherlands,China,bilateral,0.0,US$0
United Kingdom,China,private,9029000.0,US$9.0 million
Italy,China,private,0.0,US$0
Canada,China,bilateral,130932589.4,US$130.9 million
Denmark,China,private,0.0,US$0
Asian Dev. Bank   ,China,multilateral,17478157000.0,US$17.5 billion
Central American Bank for Econ. Integration (BCIE),Colombia,multilateral,500000000.0,US$500 million
International Fund for Agricultural Dev.,Colombia,multilateral,22112756.3,US$22.1 million
OPEC Fund for International Dev.,Colombia,multilateral,158667000.0,US$158.7 million
Nordic Development Fund,Colombia,multilateral,535000.0,"US$535,000"
Inter-American Dev. Bank      ,Colombia,multilateral,11838717000.0,US$11.8 billion
France,Colombia,private,11750000.0,US$11.8 million
"Korea, Republic of",Colombia,bilateral,24955000.0,US$25.0 million
Peru,Colombia,private,53000000.0,US$53 million
"Korea, Republic of",Colombia,private,9000000.0,US$9 million
"Germany, Fed. Rep. of",Colombia,bilateral,1812915979.9,US$1.8 billion
"Germany, Fed. Rep. of",Colombia,private,21340000.0,US$21.3 million
Japan,Colombia,private,139075000.0,US$139.1 million
France,Colombia,bilateral,2711955180.4,US$2.7 billion
Japan,Colombia,bilateral,13334000.0,US$13.3 million
Panama,Colombia,private,81275000.0,US$81.3 million
European Investment Bank,Colombia,multilateral,0.0,US$0
International Finance Corporation,Colombia,multilateral,111084801.3,US$111.1 million
Corporacion Andina de Fomento,Colombia,multilateral,3569278000.0,US$3.6 billion
Brazil,Colombia,bilateral,92393000.0,US$92.4 million
World Bank-IBRD                         ,Colombia,multilateral,16238346000.0,US$16.2 billion
Bondholders,Colombia,private,61780620171.4,US$61.8 billion
Switzerland,Colombia,private,1113941000.0,US$1.1 billion
Spain,Colombia,bilateral,10971000.0,US$11.0 million
United States,Colombia,private,5938917710.8,US$5.9 billion
United States,Colombia,bilateral,370575000.0,US$370.6 million
Arab Bank for Economic Dev. in Africa (BADEA),Comoros,multilateral,28347000.0,US$28.3 million
France,Comoros,bilateral,2160912.0,US$2.2 million
Eastern & Southern African Trade & Dev. Bank (TDB),Comoros,multilateral,14303575.2,US$14.3 million
China,Comoros,bilateral,89859025.7,US$89.9 million
India,Comoros,bilateral,28883000.0,US$28.9 million
Islamic Dev. Bank,Comoros,multilateral,13814696.5,US$13.8 million
World Bank-IDA                         ,Comoros,multilateral,56828000.0,US$56.8 million
Saudi Arabia,Comoros,bilateral,38897866.7,US$38.9 million
Kuwait,Comoros,bilateral,22666017.2,US$22.7 million
Bahrain,Comoros,private,0.0,US$0
African Dev. Bank         ,Comoros,multilateral,13986843.8,US$14.0 million
OPEC Fund for International Dev.,Comoros,multilateral,6569000.0,US$6.6 million
International Fund for Agricultural Dev.,Comoros,multilateral,7658766.9,US$7.7 million
Kuwait,"Congo, Dem. Rep.",bilateral,29866960.4,US$29.9 million
United Kingdom,"Congo, Dem. Rep.",private,0.0,US$0
International Fund for Agricultural Dev.,"Congo, Dem. Rep.",multilateral,5133000.0,US$5.1 million
Islamic Dev. Bank,"Congo, Dem. Rep.",multilateral,205363000.0,US$205.4 million
Uganda,"Congo, Dem. Rep.",private,681000.0,"US$681,000"
India,"Congo, Dem. Rep.",bilateral,122850000.0,US$122.8 million
China,"Congo, Dem. Rep.",bilateral,3520536189.8,US$3.5 billion
Netherlands,"Congo, Dem. Rep.",private,30000000.0,US$30 million
Panama,"Congo, Dem. Rep.",private,0.0,US$0
Greece,"Congo, Dem. Rep.",bilateral,2032000.0,US$2.0 million
Dev. Bank of the Central African States (BDEAC),"Congo, Dem. Rep.",multilateral,4949190.9,US$4.9 million
Greece,"Congo, Dem. Rep.",private,446000.0,"US$446,000"
"Cote D`Ivoire, Republic Of","Congo, Dem. Rep.",private,20000000.0,US$20 million
European Investment Bank,"Congo, Dem. Rep.",multilateral,34157993.1,US$34.2 million
France,"Congo, Dem. Rep.",bilateral,8816105.4,US$8.8 million
Arab Bank for Economic Dev. in Africa (BADEA),"Congo, Dem. Rep.",multilateral,26933000.0,US$26.9 million
Angola,"Congo, Dem. Rep.",bilateral,20000000.0,US$20 million
World Bank-IDA                         ,"Congo, Dem. Rep.",multilateral,3452865000.0,US$3.5 billion
Belgium,"Congo, Dem. Rep.",private,19409000.0,US$19.4 million
Namibia,"Congo, Dem. Rep.",bilateral,1146769.0,US$1.1 million
African Dev. Bank         ,"Congo, Dem. Rep.",multilateral,326320566.6,US$326.3 million
"Korea, Republic of","Congo, Dem. Rep.",bilateral,51411146.3,US$51.4 million
Saudi Arabia,"Congo, Dem. Rep.",bilateral,10271200.0,US$10.3 million
OPEC Fund for International Dev.,"Congo, Dem. Rep.",multilateral,31443000.0,US$31.4 million
Romania,"Congo, Dem. Rep.",bilateral,254000.0,"US$254,000"
United States,"Congo, Dem. Rep.",private,0.0,US$0
France,"Congo, Rep.",private,4491597.7,US$4.5 million
Turkiye,"Congo, Rep.",private,0.0,US$0
China,"Congo, Rep.",bilateral,1592656609.1,US$1.6 billion
China,"Congo, Rep.",private,1380691000.0,US$1.4 billion
Kuwait,"Congo, Rep.",bilateral,53937327.6,US$53.9 million
Dev. Bank of the Central African States (BDEAC),"Congo, Rep.",multilateral,72861146.3,US$72.9 million
European Development Fund (EDF),"Congo, Rep.",multilateral,1694445.9,US$1.7 million
Switzerland,"Congo, Rep.",private,0.0,US$0
Saudi Arabia,"Congo, Rep.",bilateral,78802666.7,US$78.8 million
Libya,"Congo, Rep.",bilateral,7000000.0,US$7 million
Bondholders,"Congo, Rep.",private,158865000.0,US$158.9 million
Angola,"Congo, Rep.",bilateral,28636000.0,US$28.6 million
Netherlands,"Congo, Rep.",private,175000000.0,US$175 million
OPEC Fund for International Dev.,"Congo, Rep.",multilateral,2535000.0,US$2.5 million
World Bank-IBRD                         ,"Congo, Rep.",multilateral,221576000.0,US$221.6 million
European Investment Bank,"Congo, Rep.",multilateral,197391.0,"US$197,391"
World Bank-IDA                         ,"Congo, Rep.",multilateral,523900000.0,US$523.9 million
European Economic Community (EEC),"Congo, Rep.",multilateral,0.0,US$0
African Export-Import Bank,"Congo, Rep.",multilateral,0.0,US$0
African Dev. Bank         ,"Congo, Rep.",multilateral,483809168.7,US$483.8 million
India,"Congo, Rep.",bilateral,78021000.0,US$78.0 million
Brazil,"Congo, Rep.",bilateral,75685000.0,US$75.7 million
Arab Bank for Economic Dev. in Africa (BADEA),"Congo, Rep.",multilateral,9607000.0,US$9.6 million
France,"Congo, Rep.",bilateral,212273242.5,US$212.3 million
United Arab Emirates,"Congo, Rep.",bilateral,9534377.1,US$9.5 million
United Arab Emirates,"Congo, Rep.",private,371926.2,"US$371,926"
Belgium,"Congo, Rep.",bilateral,75005463.3,US$75.0 million
International Fund for Agricultural Dev.,"Congo, Rep.",multilateral,21844255.0,US$21.8 million
Russian Federation,"Congo, Rep.",bilateral,31939000.0,US$31.9 million
Turkiye,"Congo, Rep.",bilateral,33401673.9,US$33.4 million
Asian Infrastructure Investment Bank,Cote d'Ivoire,multilateral,99032103.6,US$99.0 million
United States,Cote d'Ivoire,bilateral,954000.0,"US$954,000"
United States,Cote d'Ivoire,private,136355625.0,US$136.4 million
"Germany, Fed. Rep. of",Cote d'Ivoire,private,455218968.6,US$455.2 million
Japan,Cote d'Ivoire,bilateral,239451005.4,US$239.5 million
South Africa,Cote d'Ivoire,private,75840738.9,US$75.8 million
South Africa,Cote d'Ivoire,bilateral,73810728.3,US$73.8 million
Belgium,Cote d'Ivoire,private,285172855.5,US$285.2 million
"Korea, Republic of",Cote d'Ivoire,bilateral,35171000.0,US$35.2 million
Russian Federation,Cote d'Ivoire,private,15514932.6,US$15.5 million
Spain,Cote d'Ivoire,bilateral,14370064.8,US$14.4 million
West African Development Bank - BOAD,Cote d'Ivoire,multilateral,388747443.3,US$388.7 million
Czechia,Cote d'Ivoire,private,104701380.9,US$104.7 million
"Germany, Fed. Rep. of",Cote d'Ivoire,bilateral,224500056.6,US$224.5 million
United Kingdom,Cote d'Ivoire,private,1189718151.9,US$1.2 billion
Economic Community of West African States (ECOWAS),Cote d'Ivoire,multilateral,195360613.6,US$195.4 million
France,Cote d'Ivoire,private,2607991187.1,US$2.6 billion
France,Cote d'Ivoire,bilateral,1278558646.5,US$1.3 billion
Japan,Cote d'Ivoire,private,846992314.2,US$847.0 million
Kuwait,Cote d'Ivoire,bilateral,36691021.3,US$36.7 million
Austria,Cote d'Ivoire,bilateral,0.0,US$0
Mauritius,Cote d'Ivoire,private,9948506.4,US$9.9 million
Africa Finance Corporation,Cote d'Ivoire,private,170930733.0,US$170.9 million
Saudi Arabia,Cote d'Ivoire,bilateral,24254737.2,US$24.3 million
China,Cote d'Ivoire,private,338079876.9,US$338.1 million
China,Cote d'Ivoire,bilateral,3771748998.2,US$3.8 billion
United Arab Emirates,Cote d'Ivoire,private,25897699.2,US$25.9 million
Bondholders,Cote d'Ivoire,private,10612870429.4,US$10.6 billion
India,Cote d'Ivoire,bilateral,130239000.0,US$130.2 million
United Arab Emirates,Cote d'Ivoire,bilateral,0.0,US$0
Israel,Cote d'Ivoire,private,319056579.0,US$319.1 million
Islamic Dev. Bank,Cote d'Ivoire,multilateral,850006368.4,US$850.0 million
Arab Bank for Economic Dev. in Africa (BADEA),Cote d'Ivoire,multilateral,97679000.0,US$97.7 million
European Investment Bank,Cote d'Ivoire,multilateral,134462749.2,US$134.5 million
African Dev. Bank         ,Cote d'Ivoire,multilateral,1383725964.7,US$1.4 billion
International Fund for Agricultural Dev.,Cote d'Ivoire,multilateral,39462764.5,US$39.5 million
OPEC Fund for International Dev.,Cote d'Ivoire,multilateral,158591000.0,US$158.6 million
African Export-Import Bank,Cote d'Ivoire,multilateral,0.0,US$0
World Bank-IBRD                         ,Cote d'Ivoire,multilateral,161496000.0,US$161.5 million
World Bank-IDA                         ,Cote d'Ivoire,multilateral,4716407000.0,US$4.7 billion
Morocco,Cote d'Ivoire,private,0.0,US$0
"Iran, Islamic Republic Of",Djibouti,bilateral,9204654.0,US$9.2 million
Netherlands,Djibouti,bilateral,78255142.5,US$78.3 million
OPEC Fund for International Dev.,Djibouti,multilateral,23444000.0,US$23.4 million
European Investment Bank,Djibouti,multilateral,232713.6,"US$232,714"
African Export-Import Bank,Djibouti,multilateral,141663000.0,US$141.7 million
India,Djibouti,bilateral,38571000.0,US$38.6 million
World Bank-IDA                         ,Djibouti,multilateral,295538000.0,US$295.5 million
Islamic Dev. Bank,Djibouti,multilateral,129158054.1,US$129.2 million
Kuwait,Djibouti,bilateral,163263516.8,US$163.3 million
African Dev. Bank         ,Djibouti,multilateral,109311260.5,US$109.3 million
Spain,Djibouti,bilateral,3904000.0,US$3.9 million
Saudi Arabia,Djibouti,bilateral,102756533.3,US$102.8 million
Belgium,Djibouti,bilateral,279464.1,"US$279,464"
Turkiye,Djibouti,bilateral,6954000.0,US$7.0 million
China,Djibouti,bilateral,1412431582.2,US$1.4 billion
Italy,Djibouti,bilateral,47696937.9,US$47.7 million
Arab Fund for Economic & Social Development,Djibouti,multilateral,197068197.4,US$197.1 million
International Fund for Agricultural Dev.,Djibouti,multilateral,21015860.9,US$21.0 million
United Arab Emirates,Djibouti,bilateral,11748672.6,US$11.7 million
France,Djibouti,bilateral,2040399.6,US$2.0 million
International Fund for Agricultural Dev.,Dominica,multilateral,220398.8,"US$220,399"
Caribbean Dev. Bank,Dominica,multilateral,98099588.0,US$98.1 million
Kuwait,Dominica,bilateral,0.0,US$0
OPEC Fund for International Dev.,Dominica,multilateral,9643000.0,US$9.6 million
World Bank-IDA                         ,Dominica,multilateral,166614000.0,US$166.6 million
Belize,Dominica,bilateral,1000000.0,US$1 million
Bondholders,Dominica,private,25093999.9,US$25.1 million
European Investment Bank,Dominica,multilateral,599000.0,"US$599,000"
Grenada,Dominica,private,0.0,US$0
France,Dominica,bilateral,8589956.3,US$8.6 million
"Venezuela, Republic Bolivarian",Dominica,bilateral,4018000.0,US$4.0 million
St. Vincent & The Grenadines,Dominica,private,0.0,US$0
Trinidad & Tobago,Dominica,private,3505185.2,US$3.5 million
Multiple Lenders,Dominica,bilateral,131000.0,"US$131,000"
China,Dominica,bilateral,17067486.8,US$17.1 million
St. Kitts And Nevis,Dominica,private,0.0,US$0
Saudi Arabia,Dominica,bilateral,0.0,US$0
United Kingdom,Dominica,bilateral,1142000.0,US$1.1 million
Barbados,Dominica,private,582222.2,"US$582,222"
United States,Dominica,private,2465925.9,US$2.5 million
Barbados,Dominica,bilateral,0.0,US$0
St. Lucia,Dominica,private,336296.3,"US$336,296"
Caribbean Community (CARICOM),Dominica,multilateral,499000.0,"US$499,000"
International Fund for Agricultural Dev.,Dominican Republic,multilateral,20139273.0,US$20.1 million
France,Dominican Republic,private,37279887.6,US$37.3 million
France,Dominican Republic,bilateral,1269716232.5,US$1.3 billion
European Investment Bank,Dominican Republic,multilateral,23795000.0,US$23.8 million
United Kingdom,Dominican Republic,private,48903000.0,US$48.9 million
Bondholders,Dominican Republic,private,30459217425.0,US$30.5 billion
Central American Bank for Econ. Integration (BCIE),Dominican Republic,multilateral,724297000.0,US$724.3 million
Italy,Dominican Republic,private,139052000.0,US$139.1 million
Brazil,Dominican Republic,bilateral,29817000.0,US$29.8 million
Japan,Dominican Republic,bilateral,200044685.6,US$200.0 million
Norway,Dominican Republic,bilateral,0.0,US$0
Inter-American Dev. Bank      ,Dominican Republic,multilateral,4211829000.0,US$4.2 billion
Nordic Development Fund,Dominican Republic,multilateral,3711544.6,US$3.7 million
"Venezuela, Republic Bolivarian",Dominican Republic,bilateral,61701000.0,US$61.7 million
World Bank-IBRD                         ,Dominican Republic,multilateral,1929510000.0,US$1.9 billion
China,Dominican Republic,bilateral,303000.0,"US$303,000"
Spain,Dominican Republic,private,67191651.0,US$67.2 million
"Germany, Fed. Rep. of",Dominican Republic,bilateral,16633827.9,US$16.6 million
Belgium,Dominican Republic,private,1082533.8,US$1.1 million
OPEC Fund for International Dev.,Dominican Republic,multilateral,117165000.0,US$117.2 million
Denmark,Dominican Republic,private,0.0,US$0
Canada,Dominican Republic,bilateral,135699.4,"US$135,699"
Corporacion Andina de Fomento,Dominican Republic,multilateral,442637000.0,US$442.6 million
"Korea, Republic of",Dominican Republic,bilateral,23273942.8,US$23.3 million
Spain,Dominican Republic,bilateral,78132664.8,US$78.1 million
Finland,East Asia & Pacific (excluding high income),private,33676511.9,US$33.7 million
Malaysia,East Asia & Pacific (excluding high income),private,50000000.0,US$50 million
United Arab Emirates,East Asia & Pacific (excluding high income),bilateral,0.0,US$0
Malaysia,East Asia & Pacific (excluding high income),bilateral,42000000.0,US$42 million
European Economic Community (EEC),East Asia & Pacific (excluding high income),multilateral,5612475.5,US$5.6 million
Poland,East Asia & Pacific (excluding high income),bilateral,85684316.4,US$85.7 million
Multiple Lenders,East Asia & Pacific (excluding high income),private,127023248948.4,US$127.0 billion
Spain,East Asia & Pacific (excluding high income),private,43869248.0,US$43.9 million
United Kingdom,East Asia & Pacific (excluding high income),private,475562545.6,US$475.6 million
United Kingdom,East Asia & Pacific (excluding high income),bilateral,34145868.1,US$34.1 million
Austria,East Asia & Pacific (excluding high income),private,549544855.2,US$549.5 million
Austria,East Asia & Pacific (excluding high income),bilateral,189222129.3,US$189.2 million
Spain,East Asia & Pacific (excluding high income),bilateral,163559303.8,US$163.6 million
Multiple Lenders,East Asia & Pacific (excluding high income),bilateral,5617230000.0,US$5.6 billion
Australia,East Asia & Pacific (excluding high income),private,101915281.0,US$101.9 million
Australia,East Asia & Pacific (excluding high income),bilateral,2708375411.1,US$2.7 billion
Belarus,East Asia & Pacific (excluding high income),bilateral,10771315.2,US$10.8 million
Finland,East Asia & Pacific (excluding high income),bilateral,1320441.9,US$1.3 million
"Germany, Fed. Rep. of",East Asia & Pacific (excluding high income),private,221758399.5,US$221.8 million
France,East Asia & Pacific (excluding high income),private,4142018306.1,US$4.1 billion
Viet Nam,East Asia & Pacific (excluding high income),bilateral,121641000.0,US$121.6 million
Singapore,East Asia & Pacific (excluding high income),private,1337833692.4,US$1.3 billion
Norway,East Asia & Pacific (excluding high income),bilateral,60996000.0,US$61.0 million
Denmark,East Asia & Pacific (excluding high income),bilateral,9506973.9,US$9.5 million
