counterpart_name,entity_name,category,value
Switzerland,Jordan,commercial banks,2741757.0
France,Jordan,commercial banks,50403272.4
Asian Infrastructure Investment Bank,Jordan,multilateral,255224000.0
Spain,Jordan,bilateral,33693904.1
Arab Fund for Economic & Social Development,Jordan,multilateral,453097530.1
European Social Fund (ESF),Jordan,multilateral,207780000.0
European Union,Jordan,multilateral,727230000.0
Arab Monetary Fund,Jordan,multilateral,247892631.7
Qatar,Jordan,commercial banks,240000000.0
European Bank for Reconstruction and Dev. (EBRD),Jordan,multilateral,270238238.2
United States,Jordan,bilateral,9738000.0
United States,Jordan,other private,14487000.0
China,Jordan,bilateral,56460048.3
Italy,Jordan,bilateral,113760588.9
Italy,Jordan,commercial banks,3948858.9
"Germany, Fed. Rep. of",Jordan,bilateral,918679530.9
Japan,Jordan,bilateral,1096061315.1
Saudi Arabia,Jordan,bilateral,242913866.7
Bondholders,Jordan,bonds,10450000000.0
European Investment Bank,Jordan,multilateral,185306737.6
European Development Fund (EDF),Jordan,multilateral,187002000.0
"Korea, Republic of",Jordan,bilateral,144005629.3
OPEC Fund for International Dev.,Jordan,multilateral,271763000.0
Canada,Jordan,bilateral,75156576.2
World Bank-IDA                         ,Jordan,multilateral,194032000.0
United Arab Emirates,Jordan,bilateral,283751000.0
World Bank-IBRD                         ,Jordan,multilateral,5228000000.0
Multiple Lenders,Kazakhstan,commercial banks,7004500000.0
Asian Infrastructure Investment Bank,Kazakhstan,multilateral,876945748.1
World Bank-IBRD                         ,Kazakhstan,multilateral,3831067000.0
China,Kazakhstan,bilateral,1895803277.1
Multiple Lenders,Kazakhstan,other private,613979000.0
"Germany, Fed. Rep. of",Kazakhstan,bilateral,5166449.7
European Bank for Reconstruction and Dev. (EBRD),Kazakhstan,multilateral,1838497810.4
Kuwait,Kazakhstan,bilateral,357200.8
Islamic Dev. Bank,Kazakhstan,multilateral,124019939.8
Bondholders,Kazakhstan,bonds,15825687274.8
Asian Dev. Bank   ,Kazakhstan,multilateral,1857791000.0
Japan,Kazakhstan,bilateral,158014682.4
Japan,Kenya,bilateral,1166466645.4
World Bank-IDA                         ,Kenya,multilateral,11872969000.0
United Arab Emirates,Kenya,bilateral,7165146.3
African Dev. Bank         ,Kenya,multilateral,3892767530.0
"Korea, Republic of",Kenya,bilateral,64918957.2
World Bank-IBRD                         ,Kenya,multilateral,1947156000.0
European Investment Bank,Kenya,multilateral,188757741.0
Denmark,Kenya,bilateral,1408251.6
France,Kenya,bilateral,742253602.9
Italy,Kenya,commercial banks,419915015.7
Kuwait,Kenya,bilateral,10641337.9
Italy,Kenya,bilateral,118688091.6
United Kingdom,Kenya,commercial banks,52714117.6
African Export-Import Bank,Kenya,multilateral,279022567.5
Spain,Kenya,bilateral,86247281.2
Spain,Kenya,commercial banks,11611785.3
Switzerland,Kenya,commercial banks,69526134.6
Israel,Kenya,commercial banks,8801000.0
China,Kenya,bilateral,5367181239.9
United States,Kenya,bilateral,5170000.0
Arab Bank for Economic Dev. in Africa (BADEA),Kenya,multilateral,44292000.0
Finland,Kenya,bilateral,1234213.2
Arab African International Bank,Kenya,multilateral,8716000.0
France,Kenya,commercial banks,12847037.4
Eastern & Southern African Trade & Dev. Bank (TDB),Kenya,multilateral,1432372816.7
European Economic Community (EEC),Kenya,multilateral,5978869.5
"Germany, Fed. Rep. of",Kenya,commercial banks,32273428.5
Austria,Kenya,commercial banks,14673423.6
Netherlands,Kenya,commercial banks,16823946.6
International Fund for Agricultural Dev.,Kenya,multilateral,279485695.0
Bondholders,Kenya,bonds,6600000000.0
"Germany, Fed. Rep. of",Kenya,bilateral,330883872.7
Saudi Arabia,Kenya,bilateral,25136266.7
Nordic Development Fund,Kenya,multilateral,13271947.5
Austria,Kenya,bilateral,2291813.4
Hungary,Kenya,bilateral,2548000.0
South Africa,Kenya,commercial banks,194925700.0
India,Kenya,bilateral,49644000.0
Belgium,Kenya,bilateral,84117655.2
Belgium,Kenya,commercial banks,87779777.7
OPEC Fund for International Dev.,Kenya,multilateral,21555000.0
Nordic Investment Bank,Kenya,multilateral,8311200.0
European Union,Kosovo,multilateral,103890000.0
Council of Europe,Kosovo,multilateral,47209693.8
European Investment Bank,Kosovo,multilateral,79183919.1
World Bank-IBRD                         ,Kosovo,multilateral,82194000.0
Bondholders,Kosovo,bonds,6637532.1
Islamic Dev. Bank,Kosovo,multilateral,13225197.0
France,Kosovo,bilateral,190118.7
OPEC Fund for International Dev.,Kosovo,multilateral,47182000.0
Austria,Kosovo,commercial banks,28625850.6
World Bank-IDA                         ,Kosovo,multilateral,276567000.0
European Bank for Reconstruction and Dev. (EBRD),Kosovo,multilateral,29589949.8
Saudi Arabia,Kosovo,bilateral,4899466.7
"Germany, Fed. Rep. of",Kosovo,bilateral,12829376.1
China,Kyrgyz Republic,bilateral,1653692685.6
"Korea, Republic of",Kyrgyz Republic,bilateral,9268268.0
Asian Dev. Bank   ,Kyrgyz Republic,multilateral,764470000.0
Turkiye,Kyrgyz Republic,bilateral,58237000.0
European Investment Bank,Kyrgyz Republic,multilateral,76618875.0
OPEC Fund for International Dev.,Kyrgyz Republic,multilateral,4732000.0
Japan,Kyrgyz Republic,bilateral,137012448.3
European Bank for Reconstruction and Dev. (EBRD),Kyrgyz Republic,multilateral,57460227.8
Asian Infrastructure Investment Bank,Kyrgyz Republic,multilateral,46167000.0
World Bank-IDA                         ,Kyrgyz Republic,multilateral,749695000.0
Islamic Solidarity Fund for Dev. (ISFD),Kyrgyz Republic,multilateral,18718516.0
European Union,Kyrgyz Republic,multilateral,15583500.0
France,Kyrgyz Republic,bilateral,3524987.7
Saudi Arabia,Kyrgyz Republic,bilateral,75685866.7
United Arab Emirates,Kyrgyz Republic,bilateral,6823689.6
Islamic Dev. Bank,Kyrgyz Republic,multilateral,171386229.3
Denmark,Kyrgyz Republic,bilateral,1626000.0
International Fund for Agricultural Dev.,Kyrgyz Republic,multilateral,29256956.2
Nordic Development Fund,Kyrgyz Republic,multilateral,2625300.3
Eurasian Development Bank,Kyrgyz Republic,multilateral,260153000.0
Kuwait,Kyrgyz Republic,bilateral,11927261.0
"Germany, Fed. Rep. of",Kyrgyz Republic,bilateral,61921556.7
Japan,Lao PDR,bilateral,151471433.1
Thailand,Lao PDR,commercial banks,12647000.0
Asian Dev. Bank   ,Lao PDR,multilateral,791010000.0
Thailand,Lao PDR,bilateral,564178037.2
Nordic Development Fund,Lao PDR,multilateral,45553806.7
European Investment Bank,Lao PDR,multilateral,115733584.4
Kuwait,Lao PDR,bilateral,15934405.0
Viet Nam,Lao PDR,bilateral,113315000.0
Bondholders,Lao PDR,bonds,995904930.9
International Fund for Agricultural Dev.,Lao PDR,multilateral,54188064.4
India,Lao PDR,bilateral,41422000.0
"Korea, Republic of",Lao PDR,bilateral,282449632.6
China,Lao PDR,other private,69173000.0
Singapore,Lao PDR,commercial banks,476855.1
OPEC Fund for International Dev.,Lao PDR,multilateral,16169000.0
Sweden,Lao PDR,bilateral,2442905.2
Hungary,Lao PDR,bilateral,157805000.0
Austria,Lao PDR,commercial banks,89456562.3
Netherlands,Lao PDR,bilateral,11132852.4
China,Lao PDR,bilateral,5239809936.3
Asian Infrastructure Investment Bank,Lao PDR,multilateral,52828000.0
Russian Federation,Lao PDR,bilateral,203279000.0
Malaysia,Lao PDR,commercial banks,50000000.0
World Bank-IDA                         ,Lao PDR,multilateral,886793000.0
Multiple Lenders,Lao PDR,commercial banks,19134000.0
European Economic Community (EEC),Lao PDR,multilateral,281000.0
Malaysia,Lao PDR,bilateral,42000000.0
Canada,Latin America & Caribbean (excluding high income),bilateral,91288617.9
Finland,Latin America & Caribbean (excluding high income),commercial banks,1332000.0
Canada,Latin America & Caribbean (excluding high income),commercial banks,215524000.0
China,Latin America & Caribbean (excluding high income),other private,50734000.0
Japan,Latin America & Caribbean (excluding high income),commercial banks,758309630.4
Japan,Latin America & Caribbean (excluding high income),bilateral,1898720576.6
African Export-Import Bank,Latin America & Caribbean (excluding high income),multilateral,2400000.0
Norway,Latin America & Caribbean (excluding high income),bilateral,187002.0
Hong Kong,Latin America & Caribbean (excluding high income),commercial banks,9866000.0
Inter-American Dev. Bank      ,Latin America & Caribbean (excluding high income),multilateral,95886700000.0
Corporacion Andina de Fomento,Latin America & Caribbean (excluding high income),multilateral,22542704811.0
Caribbean Community (CARICOM),Latin America & Caribbean (excluding high income),multilateral,14921000.0
India,Latin America & Caribbean (excluding high income),bilateral,193173000.0
Plata Basin Financial Dev. Fund,Latin America & Caribbean (excluding high income),multilateral,1757805653.9
Saudi Arabia,Latin America & Caribbean (excluding high income),bilateral,0.0
Honduras,Latin America & Caribbean (excluding high income),commercial banks,22059000.0
Russian Federation,Latin America & Caribbean (excluding high income),bilateral,92807174.9
"Venezuela, Republic Bolivarian",Latin America & Caribbean (excluding high income),bilateral,646592259.3
Colombia,Latin America & Caribbean (excluding high income),other private,308000000.0
Denmark,Latin America & Caribbean (excluding high income),bilateral,1926000.0
United Kingdom,Latin America & Caribbean (excluding high income),bilateral,15194057.6
Guyana,Latin America & Caribbean (excluding high income),commercial banks,948000.0
United Kingdom,Latin America & Caribbean (excluding high income),commercial banks,2394186200.3
Belize,Latin America & Caribbean (excluding high income),bilateral,1000000.0
United States,Latin America & Caribbean (excluding high income),other private,233000.0
Caribbean Dev. Bank,Latin America & Caribbean (excluding high income),multilateral,1139800330.7
Grenada,Latin America & Caribbean (excluding high income),commercial banks,0.0
Multiple Lenders,Latin America & Caribbean (excluding high income),bilateral,1031289000.0
Nordic Development Fund,Latin America & Caribbean (excluding high income),multilateral,64900356.4
Honduras,Latin America & Caribbean (excluding high income),bilateral,118637000.0
China,Latin America & Caribbean (excluding high income),bilateral,13123332643.7
United Arab Emirates,Latin America & Caribbean (excluding high income),bilateral,65053778.1
Multiple Lenders,Latin America & Caribbean (excluding high income),commercial banks,20831136031.2
Israel,Latin America & Caribbean (excluding high income),bilateral,2996815.4
"Korea, Republic of",Latin America & Caribbean (excluding high income),bilateral,358576215.0
Israel,Latin America & Caribbean (excluding high income),commercial banks,14188257.3
"Korea, Republic of",Latin America & Caribbean (excluding high income),commercial banks,9000000.0
Algeria,Latin America & Caribbean (excluding high income),bilateral,612000.0
Russian Federation,Latin America & Caribbean (excluding high income),other private,7816000.0
China,Latin America & Caribbean (excluding high income),commercial banks,193400000.0
Cayman Islands,Latin America & Caribbean (excluding high income),commercial banks,421398000.0
St. Kitts And Nevis,Latin America & Caribbean (excluding high income),commercial banks,0.0
Australia,Latin America & Caribbean (excluding high income),commercial banks,0.0
"Germany, Fed. Rep. of",Latin America & Caribbean (excluding high income),commercial banks,4128563562.2
Libya,Latin America & Caribbean (excluding high income),bilateral,63527000.0
World Bank-IBRD                         ,Latin America & Caribbean (excluding high income),multilateral,76285942000.0
International Finance Corporation,Latin America & Caribbean (excluding high income),multilateral,138731489.6
Costa Rica,Latin America & Caribbean (excluding high income),bilateral,315316000.0
Switzerland,Latin America & Caribbean (excluding high income),commercial banks,1125866533.1
Luxembourg,Latin America & Caribbean (excluding high income),commercial banks,250748888.4
European Development Fund (EDF),Latin America & Caribbean (excluding high income),multilateral,4203389.4
"Iran, Islamic Republic Of",Latin America & Caribbean (excluding high income),bilateral,38985000.0
Ireland,Latin America & Caribbean (excluding high income),commercial banks,1656022000.0
Netherlands,Latin America & Caribbean (excluding high income),bilateral,106055067.6
Switzerland,Latin America & Caribbean (excluding high income),bilateral,78630228.0
Bolivarian Alliance for the Americas (ALBA),Latin America & Caribbean (excluding high income),multilateral,50848000.0
"Germany, Fed. Rep. of",Latin America & Caribbean (excluding high income),bilateral,5715586642.4
Austria,Latin America & Caribbean (excluding high income),bilateral,8322627.9
Brazil,Latin America & Caribbean (excluding high income),bilateral,236894000.0
OPEC Fund for International Dev.,Latin America & Caribbean (excluding high income),multilateral,1128853000.0
Sweden,Latin America & Caribbean (excluding high income),bilateral,2057531777.9
World Bank-IDA                         ,Latin America & Caribbean (excluding high income),multilateral,3685730000.0
Barbados,Latin America & Caribbean (excluding high income),bilateral,3355000.0
Asian Infrastructure Investment Bank,Latin America & Caribbean (excluding high income),multilateral,80000000.0
Barbados,Latin America & Caribbean (excluding high income),commercial banks,582222.2
European Economic Community (EEC),Latin America & Caribbean (excluding high income),multilateral,11518284.3
St. Vincent & The Grenadines,Latin America & Caribbean (excluding high income),commercial banks,0.0
South Africa,Latin America & Caribbean (excluding high income),commercial banks,19206.2
St. Lucia,Latin America & Caribbean (excluding high income),commercial banks,336296.3
Austria,Latin America & Caribbean (excluding high income),commercial banks,7134754744.3
Belarus,Latin America & Caribbean (excluding high income),bilateral,0.0
Italy,Latin America & Caribbean (excluding high income),other private,904881.9
Panama,Latin America & Caribbean (excluding high income),commercial banks,81275000.0
Peru,Latin America & Caribbean (excluding high income),commercial banks,53000000.0
International Fund for Agricultural Dev.,Latin America & Caribbean (excluding high income),multilateral,566863408.2
Islamic Dev. Bank,Latin America & Caribbean (excluding high income),multilateral,36747000.0
Spain,Latin America & Caribbean (excluding high income),bilateral,1030493477.9
New Development Bank (NDB),Latin America & Caribbean (excluding high income),multilateral,2940785429.2
Italy,Latin America & Caribbean (excluding high income),bilateral,254686354.5
Bondholders,Latin America & Caribbean (excluding high income),bonds,536118224702.4
Italy,Latin America & Caribbean (excluding high income),commercial banks,182057520.4
Denmark,Latin America & Caribbean (excluding high income),commercial banks,60414112.8
Peru,Latin America & Caribbean (excluding high income),bilateral,16563000.0
Spain,Latin America & Caribbean (excluding high income),commercial banks,848863548.4
France,Latin America & Caribbean (excluding high income),bilateral,8886138023.6
France,Latin America & Caribbean (excluding high income),commercial banks,1410539681.4
France,Latin America & Caribbean (excluding high income),other private,15922576.1
Belgium,Latin America & Caribbean (excluding high income),bilateral,4098460.5
Kuwait,Latin America & Caribbean (excluding high income),bilateral,185578827.8
Belgium,Latin America & Caribbean (excluding high income),commercial banks,3644461.2
European Investment Bank,Latin America & Caribbean (excluding high income),multilateral,1736087596.0
Central American Bank for Econ. Integration (BCIE),Latin America & Caribbean (excluding high income),multilateral,9594806206.3
Netherlands,Latin America & Caribbean (excluding high income),other private,72606658000.0
Netherlands,Latin America & Caribbean (excluding high income),commercial banks,29842402.5
"Germany, Fed. Rep. of",Latin America & Caribbean (excluding high income),other private,11213886.6
Trinidad & Tobago,Latin America & Caribbean (excluding high income),other private,3505185.2
Trinidad & Tobago,Latin America & Caribbean (excluding high income),commercial banks,0.0
Trinidad & Tobago,Latin America & Caribbean (excluding high income),bilateral,37680146.4
United States,Latin America & Caribbean (excluding high income),commercial banks,11961117211.9
United States,Latin America & Caribbean (excluding high income),bilateral,496533000.0
Portugal,Least developed countries: UN classification,other private,32501899.2
Portugal,Least developed countries: UN classification,commercial banks,578109757.0
Norway,Least developed countries: UN classification,bilateral,31678876.3
Belarus,Least developed countries: UN classification,bilateral,24322000.0
Africa Finance Corporation,Least developed countries: UN classification,commercial banks,51945000.0
World Bank-IDA                         ,Least developed countries: UN classification,multilateral,97241174000.0
African Dev. Bank         ,Least developed countries: UN classification,multilateral,19026138768.6
World Bank-IBRD                         ,Least developed countries: UN classification,multilateral,4503830000.0
Org. of Arab Petroleum Exporting Countries (OAPEC),Least developed countries: UN classification,multilateral,35580000.0
Pakistan,Least developed countries: UN classification,bilateral,12189000.0
Chad,Least developed countries: UN classification,bilateral,372.2
Central Bank of West African States (BCEAO),Least developed countries: UN classification,multilateral,170167983.0
Belgium,Least developed countries: UN classification,other private,19409000.0
Belgium,Least developed countries: UN classification,commercial banks,58352304.5
Portugal,Least developed countries: UN classification,bilateral,632473987.9
Panama,Least developed countries: UN classification,other private,0.0
Australia,Least developed countries: UN classification,bilateral,0.0
African Export-Import Bank,Least developed countries: UN classification,multilateral,1608360558.6
West African Development Bank - BOAD,Least developed countries: UN classification,multilateral,2449532890.7
Viet Nam,Least developed countries: UN classification,bilateral,121641000.0
"Venezuela, Republic Bolivarian",Least developed countries: UN classification,bilateral,45548000.0
Algeria,Least developed countries: UN classification,bilateral,157641377.3
United States,Least developed countries: UN classification,commercial banks,2315113590.8
United States,Least developed countries: UN classification,bilateral,1034879978.2
Poland,Least developed countries: UN classification,bilateral,295870520.2
Poland,Least developed countries: UN classification,other private,6080000.0
Belgium,Least developed countries: UN classification,bilateral,229851979.1
Benin,Least developed countries: UN classification,bilateral,68245.6
Russian Federation,Least developed countries: UN classification,bilateral,10809807787.6
Nordic Investment Bank,Least developed countries: UN classification,multilateral,14998494.3
Thailand,Least developed countries: UN classification,bilateral,757776063.4
Thailand,Least developed countries: UN classification,commercial banks,12647000.0
Thailand,Least developed countries: UN classification,other private,0.0
Togo,Least developed countries: UN classification,commercial banks,46533412.7
Asian Dev. Bank   ,Least developed countries: UN classification,multilateral,24261117000.0
Cameroon,Least developed countries: UN classification,bilateral,22626089.9
Liberia,Least developed countries: UN classification,commercial banks,807395.3
Libya,Least developed countries: UN classification,bilateral,991526714.2
Turkiye,Least developed countries: UN classification,bilateral,305408165.1
Uganda,Least developed countries: UN classification,other private,681000.0
Kuwait,Least developed countries: UN classification,other private,4023380.4
Kuwait,Least developed countries: UN classification,commercial banks,329346831.4
Kuwait,Least developed countries: UN classification,bilateral,3212239941.2
Netherlands,Least developed countries: UN classification,bilateral,166877100.8
Netherlands,Least developed countries: UN classification,commercial banks,775340738.8
Netherlands,Least developed countries: UN classification,other private,3304268.8
Argentina,Least developed countries: UN classification,bilateral,10408000.0
Bondholders,Least developed countries: UN classification,bonds,26623772571.0
Tanzania,Least developed countries: UN classification,bilateral,35157000.0
Switzerland,Least developed countries: UN classification,bilateral,122095596.4
Multiple Lenders,Least developed countries: UN classification,other private,2493897000.0
Asian Infrastructure Investment Bank,Least developed countries: UN classification,multilateral,2546898679.5
Mauritius,Least developed countries: UN classification,commercial banks,21874039.5
Spain,Least developed countries: UN classification,commercial banks,886206249.3
Morocco,Least developed countries: UN classification,bilateral,7000000.0
Mali,Least developed countries: UN classification,bilateral,53.8
Sweden,Least developed countries: UN classification,bilateral,5847905.2
Switzerland,Least developed countries: UN classification,commercial banks,2270308524.7
Sweden,Least developed countries: UN classification,other private,93801000.0
Malaysia,Least developed countries: UN classification,commercial banks,50000000.0
Malaysia,Least developed countries: UN classification,bilateral,42000000.0
Austria,Least developed countries: UN classification,bilateral,279010100.7
Oman,Least developed countries: UN classification,bilateral,89507000.0
Spain,Least developed countries: UN classification,bilateral,170834701.1
Bulgaria,Least developed countries: UN classification,bilateral,83599000.0
Luxembourg,Least developed countries: UN classification,other private,30763906.8
Brazil,Least developed countries: UN classification,bilateral,351213000.0
Austria,Least developed countries: UN classification,commercial banks,335863025.3
Multiple Lenders,Least developed countries: UN classification,multilateral,80839000.0
Austria,Least developed countries: UN classification,other private,1229000.0
Russian Federation,Least developed countries: UN classification,other private,252000.0
Spain,Least developed countries: UN classification,other private,13388304.3
United Kingdom,Least developed countries: UN classification,bilateral,962398097.6
United Kingdom,Least developed countries: UN classification,commercial banks,8341723209.6
United Kingdom,Least developed countries: UN classification,other private,339158912.5
Arab Bank for Economic Dev. in Africa (BADEA),Least developed countries: UN classification,multilateral,1799102673.8
Arab African International Bank,Least developed countries: UN classification,multilateral,8304000.0
Bahamas,Least developed countries: UN classification,commercial banks,750000.0
Angola,Least developed countries: UN classification,bilateral,303852000.0
Japan,Least developed countries: UN classification,commercial banks,727411291.3
Japan,Least developed countries: UN classification,bilateral,19526751271.4
Nordic Development Fund,Least developed countries: UN classification,multilateral,289418808.5
Bahrain,Least developed countries: UN classification,other private,0.0
Romania,Least developed countries: UN classification,bilateral,134839000.0
South Africa,Least developed countries: UN classification,bilateral,525942626.2
South Africa,Least developed countries: UN classification,commercial banks,1660372000.0
Japan,Least developed countries: UN classification,other private,195688000.3
United Arab Emirates,Least developed countries: UN classification,other private,0.0
United Arab Emirates,Least developed countries: UN classification,commercial banks,317011775.8
Nigeria,Least developed countries: UN classification,bilateral,9000000.0
Singapore,Least developed countries: UN classification,other private,27540000.0
Singapore,Least developed countries: UN classification,commercial banks,476855.1
Serbia,Least developed countries: UN classification,other private,59812214.9
Serbia,Least developed countries: UN classification,commercial banks,1179000.0
Serbia,Least developed countries: UN classification,bilateral,138328000.0
Arab Monetary Fund,Least developed countries: UN classification,multilateral,853644008.4
Senegal,Least developed countries: UN classification,bilateral,240.7
Saudi Arabia,Least developed countries: UN classification,other private,2500000.0
Saudi Arabia,Least developed countries: UN classification,commercial banks,16560000.0
Arab Fund for Economic & Social Development,Least developed countries: UN classification,multilateral,3484523243.9
Saudi Arabia,Least developed countries: UN classification,bilateral,5934256772.4
Multiple Lenders,Least developed countries: UN classification,commercial banks,8594458000.0
Multiple Lenders,Least developed countries: UN classification,bilateral,4274946000.0
Canada,Least developed countries: UN classification,bilateral,253400000.0
Canada,Least developed countries: UN classification,commercial banks,0.0
"Korea, Republic of",Least developed countries: UN classification,bilateral,3981110599.0
United Arab Emirates,Least developed countries: UN classification,bilateral,1684252290.2
Qatar,Least developed countries: UN classification,bilateral,84117500.0
OPEC Fund for International Dev.,Least developed countries: UN classification,multilateral,1708596933.5
Namibia,Least developed countries: UN classification,bilateral,1146769.0
Eastern & Southern African Trade & Dev. Bank (TDB),Least developed countries: UN classification,multilateral,801845976.7
Greece,Least developed countries: UN classification,bilateral,2032000.0
Greece,Least developed countries: UN classification,other private,446000.0
"Cote D`Ivoire, Republic Of",Least developed countries: UN classification,bilateral,46722094.7
International Bank for Economic Cooperation (IBEC),Least developed countries: UN classification,multilateral,0.0
Czechia,Least developed countries: UN classification,bilateral,266132145.1
"Congo, Rep.",Least developed countries: UN classification,bilateral,89167790.3
France,Least developed countries: UN classification,other private,648878609.6
France,Least developed countries: UN classification,commercial banks,3099655988.4
Denmark,Least developed countries: UN classification,commercial banks,245103353.5
Denmark,Least developed countries: UN classification,bilateral,62758551.8
"Germany, Fed. Rep. of",Least developed countries: UN classification,bilateral,744728192.7
European Investment Bank,Least developed countries: UN classification,multilateral,2878343235.9
Egypt,Least developed countries: UN classification,other private,76632000.0
France,Least developed countries: UN classification,bilateral,6460210979.5
Economic Community of West African States (ECOWAS),Least developed countries: UN classification,multilateral,465715165.3
International Fund for Agricultural Dev.,Least developed countries: UN classification,multilateral,3828221905.4
"Germany, Fed. Rep. of",Least developed countries: UN classification,other private,189823652.4
"Germany, Fed. Rep. of",Least developed countries: UN classification,commercial banks,2051449333.5
Italy,Least developed countries: UN classification,other private,81378228.7
Italy,Least developed countries: UN classification,commercial banks,912390030.3
Italy,Least developed countries: UN classification,bilateral,897940529.5
China,Least developed countries: UN classification,bilateral,46789640288.7
China,Least developed countries: UN classification,commercial banks,15520057609.3
China,Least developed countries: UN classification,other private,1429574538.5
Islamic Dev. Bank,Least developed countries: UN classification,multilateral,6656624318.1
European Development Fund (EDF),Least developed countries: UN classification,multilateral,2036244.0
Hong Kong,Least developed countries: UN classification,other private,304841000.0
Hungary,Least developed countries: UN classification,other private,5783000.0
Croatia,Least developed countries: UN classification,bilateral,39903000.0
India,Least developed countries: UN classification,bilateral,5209210880.7
European Economic Community (EEC),Least developed countries: UN classification,multilateral,7681982.0
India,Least developed countries: UN classification,other private,19772264.9
Finland,Least developed countries: UN classification,bilateral,1320441.9
Iraq,Least developed countries: UN classification,bilateral,394166867.1
Ireland,Least developed countries: UN classification,bilateral,1643460.6
Hungary,Least developed countries: UN classification,bilateral,174781000.0
Ireland,Least developed countries: UN classification,commercial banks,697221000.0
Israel,Least developed countries: UN classification,other private,2739075000.0
Israel,Least developed countries: UN classification,commercial banks,961494714.2
Dev. Bank of the Central African States (BDEAC),Least developed countries: UN classification,multilateral,282986659.3
"Iran, Islamic Republic Of",Least developed countries: UN classification,bilateral,198647654.0
Equatorial Guinea,Least developed countries: UN classification,bilateral,28508271.1
"Cote D`Ivoire, Republic Of",Least developed countries: UN classification,commercial banks,622562134.9
"Cote D`Ivoire, Republic Of",Least developed countries: UN classification,other private,20000000.0
World Bank-IDA                         ,Lebanon,multilateral,87784000.0
European Investment Bank,Lebanon,multilateral,38152563.6
Saudi Arabia,Lebanon,bilateral,53065333.4
European Economic Community (EEC),Lebanon,multilateral,709568.7
World Bank-IBRD                         ,Lebanon,multilateral,1118759000.0
Italy,Lebanon,bilateral,24110791.2
Italy,Lebanon,commercial banks,4762317.6
Italy,Lebanon,other private,29730201.3
International Fund for Agricultural Dev.,Lebanon,multilateral,1594956.7
"Germany, Fed. Rep. of",Lebanon,bilateral,11155708.2
France,Lebanon,bilateral,47066325.6
Arab Fund for Economic & Social Development,Lebanon,multilateral,444694268.6
Kuwait,Lebanon,bilateral,264461763.3
United Arab Emirates,Lebanon,bilateral,1333424.1
European Development Fund (EDF),Lebanon,multilateral,115317.9
China,Lebanon,bilateral,6850065.8
OPEC Fund for International Dev.,Lebanon,multilateral,4880000.0
Belgium,Lebanon,bilateral,37400.4
Islamic Dev. Bank,Lebanon,multilateral,243016431.7
France,Lebanon,commercial banks,31827740.4
Bondholders,Lebanon,bonds,31314133000.0
African Dev. Bank         ,Lesotho,multilateral,147217237.7
Kuwait,Lesotho,bilateral,18951128.5
European Investment Bank,Lesotho,multilateral,62749944.2
France,Lesotho,commercial banks,2414403.6
World Bank-IDA                         ,Lesotho,multilateral,504651000.0
India,Lesotho,bilateral,1132000.0
International Fund for Agricultural Dev.,Lesotho,multilateral,31528828.3
OPEC Fund for International Dev.,Lesotho,multilateral,15517000.0
China,Lesotho,bilateral,181579762.1
Arab Bank for Economic Dev. in Africa (BADEA),Lesotho,multilateral,31967000.0
Saudi Arabia,Lesotho,bilateral,13805600.0
South Africa,Lesotho,bilateral,0.0
United Arab Emirates,Lesotho,bilateral,4544588.2
International Fund for Agricultural Dev.,Liberia,multilateral,40029293.9
India,Liberia,bilateral,1080000.0
African Dev. Bank         ,Liberia,multilateral,213492055.1
Israel,Liberia,commercial banks,27093473.1
OPEC Fund for International Dev.,Liberia,multilateral,11564000.0
World Bank-IDA                         ,Liberia,multilateral,929174000.0
Arab Bank for Economic Dev. in Africa (BADEA),Liberia,multilateral,31195000.0
Saudi Arabia,Liberia,bilateral,40169333.3
China,Liberia,bilateral,49604203.2
African Export-Import Bank,Liberia,multilateral,6400000.0
European Investment Bank,Liberia,multilateral,35712187.5
United Arab Emirates,Liberia,bilateral,0.0
Economic Community of West African States (ECOWAS),Liberia,multilateral,1207000.0
Kuwait,Liberia,bilateral,21386491.5
Org. of Arab Petroleum Exporting Countries (OAPEC),Low income,multilateral,28361000.0
Switzerland,Low income,bilateral,122095596.4
Switzerland,Low income,commercial banks,2270308524.7
Oman,Low income,bilateral,89507000.0
Tanzania,Low income,bilateral,35157000.0
"Korea, Republic of",Low income,bilateral,919195983.7
OPEC Fund for International Dev.,Low income,multilateral,978894512.0
Arab Fund for Economic & Social Development,Low income,multilateral,2650568511.1
United Kingdom,Low income,other private,190837000.0
United Kingdom,Low income,commercial banks,547701078.7
Eastern & Southern African Trade & Dev. Bank (TDB),Low income,multilateral,294253401.5
United Kingdom,Low income,bilateral,564961510.5
"Cote D`Ivoire, Republic Of",Low income,other private,20000000.0
"Cote D`Ivoire, Republic Of",Low income,bilateral,46722094.7
Belgium,Low income,other private,19409000.0
Ireland,Low income,commercial banks,39540000.0
United Arab Emirates,Low income,bilateral,1688410765.1
Ireland,Low income,bilateral,1643460.6
Mali,Low income,bilateral,53.8
Iraq,Low income,bilateral,322195635.2
Malaysia,Low income,bilateral,40939932.3
Bulgaria,Low income,bilateral,83806000.0
Kuwait,Low income,other private,4023380.4
India,Low income,bilateral,1914168394.8
Kuwait,Low income,commercial banks,329346831.4
Brazil,Low income,bilateral,158900000.0
"Iran, Islamic Republic Of",Low income,bilateral,114569000.0
India,Low income,other private,18490405.3
Panama,Low income,other private,0.0
