counterpart_name,entity_name,category,value
United Kingdom,Argentina,bilateral,10365000.0
France,Argentina,commercial banks,143247687.6
World Bank-IDA                         ,Armenia,multilateral,648662000.0
United Arab Emirates,Armenia,bilateral,1543090.5
OPEC Fund for International Dev.,Armenia,multilateral,134387000.0
Japan,Armenia,bilateral,121289498.8
Asian Dev. Bank   ,Armenia,multilateral,966680000.0
Bondholders,Armenia,bonds,1563166000.0
International Fund for Agricultural Dev.,Armenia,multilateral,47037527.8
Belgium,Armenia,commercial banks,508022.1
China,Armenia,bilateral,14906839.1
European Investment Bank,Armenia,multilateral,227650104.9
World Bank-IBRD                         ,Armenia,multilateral,1074773000.0
United States,Armenia,other private,3402746.1
European Social Fund (ESF),Armenia,multilateral,67528500.0
France,Armenia,commercial banks,18693966.6
United States,Armenia,bilateral,5175000.0
European Bank for Reconstruction and Dev. (EBRD),Armenia,multilateral,40369374.5
Austria,Armenia,commercial banks,15263518.8
Eurasian Development Bank,Armenia,multilateral,380096000.0
France,Armenia,bilateral,282313802.7
"Germany, Fed. Rep. of",Armenia,bilateral,461443018.5
Russian Federation,Armenia,bilateral,239332000.0
Bondholders,Azerbaijan,bonds,2300000000.0
European Bank for Reconstruction and Dev. (EBRD),Azerbaijan,multilateral,629709397.5
World Bank-IBRD                         ,Azerbaijan,multilateral,1032787000.0
Islamic Dev. Bank,Azerbaijan,multilateral,323306799.5
Multiple Lenders,Azerbaijan,commercial banks,1049124853.8
Switzerland,Azerbaijan,commercial banks,95598583.8
Asian Infrastructure Investment Bank,Azerbaijan,multilateral,620860000.0
"Korea, Republic of",Azerbaijan,bilateral,63254000.0
Saudi Arabia,Azerbaijan,bilateral,21948000.0
Asian Dev. Bank   ,Azerbaijan,multilateral,2049012000.0
France,Azerbaijan,commercial banks,16570455.0
France,Azerbaijan,bilateral,261386201.1
World Bank-IDA                         ,Azerbaijan,multilateral,132895000.0
Russian Federation,Azerbaijan,bilateral,0.0
"Germany, Fed. Rep. of",Azerbaijan,bilateral,51175175.1
"Germany, Fed. Rep. of",Azerbaijan,commercial banks,38871000.0
OPEC Fund for International Dev.,Azerbaijan,multilateral,715802.1
United Arab Emirates,Azerbaijan,bilateral,4956569.1
United Kingdom,Azerbaijan,commercial banks,349666000.0
Kuwait,Azerbaijan,bilateral,0.0
Japan,Azerbaijan,bilateral,397969996.9
International Fund for Agricultural Dev.,Azerbaijan,multilateral,35969337.2
France,Bangladesh,bilateral,865127352.6
India,Bangladesh,bilateral,1553179000.0
International Fund for Agricultural Dev.,Bangladesh,multilateral,620460948.7
OPEC Fund for International Dev.,Bangladesh,multilateral,270764000.0
Japan,Bangladesh,bilateral,11667322055.3
Nordic Development Fund,Bangladesh,multilateral,26875830.1
Switzerland,Bangladesh,bilateral,0.0
Belarus,Bangladesh,bilateral,24322000.0
World Bank-IDA                         ,Bangladesh,multilateral,20730695000.0
European Investment Bank,Bangladesh,multilateral,236453640.0
"Korea, Republic of",Bangladesh,bilateral,974573186.4
Saudi Arabia,Bangladesh,bilateral,120841333.2
Bondholders,Bangladesh,bonds,770440000.0
Kuwait,Bangladesh,bilateral,166627699.3
Asian Dev. Bank   ,Bangladesh,multilateral,16267939000.0
Russian Federation,Bangladesh,bilateral,7838630000.0
Denmark,Bangladesh,commercial banks,0.0
Multiple Lenders,Bangladesh,commercial banks,5568510000.0
Multiple Lenders,Bangladesh,multilateral,13146000.0
China,Bangladesh,bilateral,6629628481.1
"Germany, Fed. Rep. of",Bangladesh,bilateral,152030548.2
Asian Infrastructure Investment Bank,Bangladesh,multilateral,2319659737.0
United Arab Emirates,Bangladesh,bilateral,27568958.5
Islamic Dev. Bank,Bangladesh,multilateral,736884844.8
European Bank for Reconstruction and Dev. (EBRD),Belarus,multilateral,349527819.1
Eurasian Development Bank,Belarus,multilateral,1734181164.4
"Germany, Fed. Rep. of",Belarus,commercial banks,0.0
OPEC Fund for International Dev.,Belarus,multilateral,20000000.0
China,Belarus,bilateral,2757275569.3
Bondholders,Belarus,bonds,2683241591.6
World Bank-IBRD                         ,Belarus,multilateral,975447000.0
United Arab Emirates,Belarus,bilateral,16402449.0
Kuwait,Belarus,bilateral,19115657.4
United States,Belarus,bilateral,826500.0
Russian Federation,Belarus,bilateral,7624706949.8
Nordic Investment Bank,Belarus,multilateral,7245441.9
European Investment Bank,Belarus,multilateral,137257042.7
Bondholders,Belize,bonds,6616000.0
Central American Bank for Econ. Integration (BCIE),Belize,multilateral,13160000.0
OPEC Fund for International Dev.,Belize,multilateral,92609000.0
International Fund for Agricultural Dev.,Belize,multilateral,2720255.1
Kuwait,Belize,bilateral,20880013.0
Saudi Arabia,Belize,bilateral,0.0
World Bank-IBRD                         ,Belize,multilateral,40552000.0
Inter-American Dev. Bank      ,Belize,multilateral,160474000.0
United States,Belize,commercial banks,364000000.0
European Development Fund (EDF),Belize,multilateral,1711068.3
"Venezuela, Republic Bolivarian",Belize,bilateral,215339000.0
Multiple Lenders,Belize,commercial banks,22143000.0
Caribbean Community (CARICOM),Belize,multilateral,2555000.0
European Investment Bank,Belize,multilateral,500000.0
Multiple Lenders,Belize,bilateral,229590000.0
Caribbean Dev. Bank,Belize,multilateral,226069000.0
International Fund for Agricultural Dev.,Benin,multilateral,79858570.5
OPEC Fund for International Dev.,Benin,multilateral,46653000.0
Islamic Dev. Bank,Benin,multilateral,369926451.2
World Bank-IDA                         ,Benin,multilateral,2317489000.0
Norway,Benin,bilateral,11723986.5
Bondholders,Benin,bonds,2222489680.8
United Kingdom,Benin,bilateral,82734879.3
Japan,Benin,bilateral,6025620.0
Japan,Benin,commercial banks,0.0
United Kingdom,Benin,commercial banks,159612440.4
European Investment Bank,Benin,multilateral,137221028.7
Brazil,Benin,bilateral,153185000.0
Kuwait,Benin,bilateral,36567624.5
West African Development Bank - BOAD,Benin,multilateral,317749024.5
China,Benin,commercial banks,71765134.2
Netherlands,Benin,commercial banks,112215744.6
India,Benin,bilateral,13322000.0
France,Benin,commercial banks,601398432.0
United Arab Emirates,Benin,bilateral,296800.5
France,Benin,bilateral,331342610.4
Saudi Arabia,Benin,bilateral,79505908.3
Nordic Development Fund,Benin,multilateral,12569651.1
Denmark,Benin,bilateral,0.0
Economic Community of West African States (ECOWAS),Benin,multilateral,73007109.3
African Dev. Bank         ,Benin,multilateral,606395215.7
"Germany, Fed. Rep. of",Benin,commercial banks,691850260.5
Arab Bank for Economic Dev. in Africa (BADEA),Benin,multilateral,91756000.0
China,Benin,bilateral,293856587.1
Austria,Bhutan,commercial banks,2039360.7
India,Bhutan,bilateral,2234237957.6
Asian Dev. Bank   ,Bhutan,multilateral,532399000.0
World Bank-IDA                         ,Bhutan,multilateral,419599000.0
Austria,Bhutan,bilateral,2584783.2
South Asian Development Fund (SADF),Bhutan,multilateral,7222000.0
Japan,Bhutan,bilateral,88349824.5
International Fund for Agricultural Dev.,Bhutan,multilateral,36486973.6
France,Bolivia,other private,362576.1
Spain,Bolivia,bilateral,5038000.0
"Germany, Fed. Rep. of",Bolivia,other private,0.0
Bondholders,Bolivia,bonds,1850000000.0
"Germany, Fed. Rep. of",Bolivia,bilateral,75292199.7
OPEC Fund for International Dev.,Bolivia,multilateral,113322000.0
World Bank-IBRD                         ,Bolivia,multilateral,925767000.0
Denmark,Bolivia,commercial banks,60414112.8
Nordic Development Fund,Bolivia,multilateral,11635639.5
"Korea, Republic of",Bolivia,bilateral,32346000.0
Italy,Bolivia,bilateral,9928767.3
China,Bolivia,bilateral,1286820081.0
Brazil,Bolivia,bilateral,10213000.0
Japan,Bolivia,bilateral,2968400.9
Inter-American Dev. Bank      ,Bolivia,multilateral,4287810000.0
European Investment Bank,Bolivia,multilateral,111514000.0
Multiple Lenders,Bolivia,commercial banks,3838068.2
France,Bolivia,bilateral,646342284.9
World Bank-IDA                         ,Bolivia,multilateral,700044000.0
"Venezuela, Republic Bolivarian",Bolivia,bilateral,481000.0
Plata Basin Financial Dev. Fund,Bolivia,multilateral,434009000.0
International Fund for Agricultural Dev.,Bolivia,multilateral,62546245.1
India,Bolivia,bilateral,90909000.0
Corporacion Andina de Fomento,Bolivia,multilateral,2693237000.0
Kuwait,Bosnia and Herzegovina,bilateral,63240785.9
Italy,Bosnia and Herzegovina,bilateral,24423177.1
Switzerland,Bosnia and Herzegovina,bilateral,18831599.9
European Investment Bank,Bosnia and Herzegovina,multilateral,1336559243.7
Spain,Bosnia and Herzegovina,bilateral,9038645.3
Austria,Bosnia and Herzegovina,bilateral,56796452.7
Austria,Bosnia and Herzegovina,commercial banks,16376180.7
World Bank-IBRD                         ,Bosnia and Herzegovina,multilateral,743296000.0
United States,Bosnia and Herzegovina,bilateral,1292000.0
France,Bosnia and Herzegovina,bilateral,100846749.9
"Korea, Republic of",Bosnia and Herzegovina,bilateral,43336509.5
Council of Europe,Bosnia and Herzegovina,multilateral,99226846.1
Portugal,Bosnia and Herzegovina,bilateral,23009557.2
"Germany, Fed. Rep. of",Bosnia and Herzegovina,bilateral,56214879.0
Japan,Bosnia and Herzegovina,bilateral,85497275.2
China,Bosnia and Herzegovina,bilateral,29981615.1
Serbia,Bosnia and Herzegovina,bilateral,3729651.0
OPEC Fund for International Dev.,Bosnia and Herzegovina,multilateral,99169237.5
Belgium,Bosnia and Herzegovina,bilateral,3358879.1
World Bank-IDA                         ,Bosnia and Herzegovina,multilateral,507750000.0
Poland,Bosnia and Herzegovina,bilateral,7144515.3
Saudi Arabia,Bosnia and Herzegovina,bilateral,52243200.0
European Bank for Reconstruction and Dev. (EBRD),Bosnia and Herzegovina,multilateral,616550788.5
European Union,Bosnia and Herzegovina,multilateral,129862500.0
Hungary,Bosnia and Herzegovina,bilateral,128233066.7
International Fund for Agricultural Dev.,Bosnia and Herzegovina,multilateral,49119174.9
Bondholders,Bosnia and Herzegovina,bonds,621967730.6
African Dev. Bank         ,Botswana,multilateral,900971841.2
France,Botswana,bilateral,0.0
OPEC Fund for International Dev.,Botswana,multilateral,136993000.0
Nordic Development Fund,Botswana,multilateral,355303.8
World Bank-IBRD                         ,Botswana,multilateral,678077000.0
Arab Bank for Economic Dev. in Africa (BADEA),Botswana,multilateral,7960000.0
Kuwait,Botswana,bilateral,2964767.0
Japan,Botswana,bilateral,116769869.1
International Fund for Agricultural Dev.,Botswana,multilateral,236000.0
Nordic Investment Bank,Botswana,multilateral,5912771.2
European Development Fund (EDF),Botswana,multilateral,1693407.0
World Bank-IDA                         ,Botswana,multilateral,0.0
Netherlands,Brazil,other private,72605332000.0
Spain,Brazil,commercial banks,66685000.0
Cayman Islands,Brazil,commercial banks,99000.0
Canada,Brazil,commercial banks,215524000.0
Multiple Lenders,Brazil,commercial banks,15516656000.0
World Bank-IBRD                         ,Brazil,multilateral,15130827000.0
China,Brazil,other private,50734000.0
Japan,Brazil,commercial banks,415934630.4
Japan,Brazil,bilateral,429855569.8
Asian Infrastructure Investment Bank,Brazil,multilateral,30000000.0
Luxembourg,Brazil,commercial banks,250748888.4
China,Brazil,bilateral,2594778299.9
Spain,Brazil,bilateral,304519000.0
Italy,Brazil,commercial banks,10970000.0
"Germany, Fed. Rep. of",Brazil,other private,11213886.6
United States,Brazil,other private,233000.0
United States,Brazil,commercial banks,1105637347.5
Inter-American Dev. Bank      ,Brazil,multilateral,15194274000.0
Corporacion Andina de Fomento,Brazil,multilateral,2563550953.1
International Fund for Agricultural Dev.,Brazil,multilateral,74838305.6
Italy,Brazil,other private,904881.9
France,Brazil,commercial banks,808092671.9
France,Brazil,bilateral,1442865656.3
